CustomerKey;FullName;BirthDate;Married;Gender;YearlyIncome;Education;Occupation;HouseOwner;Country;Address;DateFirstPurchase
11094;Cedric Ma;1967-09-29;0;Male;70000,00;Partial College;Skilled Manual;0;Australia;3407 Oak Brook Place;2023-04-07
11095;Chad Kumar;1968-02-29;0;Male;70000,00;Partial College;Skilled Manual;1;Australia;1681 Lighthouse Way;2021-04-01
11096;Andrés Anand;1968-02-07;1;Male;60000,00;Bachelors;Professional;1;Australia;5423 Los Gatos Ct.;2021-04-11
11097;Edwin Nara;1972-10-23;1;Male;60000,00;Partial College;Skilled Manual;1;Australia;719 William Way;2021-04-04
11098;Mallory Rubio;1966-10-29;0;Female;60000,00;Partial College;Skilled Manual;0;Australia;6452 Harris Circle;2023-02-11
11099;Adam Ross;1966-09-05;1;Male;60000,00;Bachelors;Professional;1;Australia;4378 Westminster Place;2021-04-07
11100;Latasha Navarro;1966-03-15;0;Female;60000,00;Partial College;Skilled Manual;1;Australia;6954 Ranch Road;2021-04-16
11101;Abby Sai;1970-11-05;0;Female;70000,00;Bachelors;Professional;0;Australia;7074 N. Spoonwood Court;2021-04-29
11102;Julia Nelson;1970-10-19;0;Female;80000,00;Bachelors;Professional;1;Australia;2196 Coat Ct.;2023-07-16
11103;Cassie Chande;1981-04-12;0;Female;70000,00;Bachelors;Professional;1;Australia;9448 San Marino Ct.;2021-04-15
11104;Edgar Sara;1975-03-08;1;Male;70000,00;Bachelors;Professional;0;Australia;6127 Lilly Lane;2021-05-04
11105;Candace Fernandez;1970-06-27;0;Female;70000,00;Bachelors;Professional;0;Australia;5029 Blue Ridge;2021-05-14
11106;Jessie Liu;1970-03-11;0;Male;70000,00;Bachelors;Professional;0;Australia;3063 Blue Jay Drive;2021-05-18
11107;Bianca Lin;1976-03-04;1;Female;90000,00;Bachelors;Professional;1;Australia;7530 Eola;2021-05-01
11108;Kari Alvarez;1969-01-10;0;Female;70000,00;Bachelors;Professional;0;Australia;9178 Thornhill Place;2021-05-03
11109;Ruben Kapoor;1980-04-30;0;Male;70000,00;Bachelors;Professional;0;Australia;1984 Glendale Circle;2021-05-10
11110;Curtis Yang;1967-12-04;1;Male;60000,00;Partial College;Skilled Manual;1;Australia;4052 Mt. Wilson Way;2021-05-01
11111;Meredith Gutierrez;1967-08-23;1;Female;60000,00;Partial College;Skilled Manual;1;Australia;7610 Northridge Ct.;2021-05-20
11112;Crystal Wang;1968-03-08;1;Female;60000,00;Partial College;Skilled Manual;1;Australia;2773 Kirkwood Dr;2021-05-25
11113;Micheal Blanco;1973-02-17;1;Male;70000,00;Bachelors;Professional;1;Australia;596 Marfargoa Drive;2023-02-01
11114;Leslie Moreno;1967-11-25;0;Female;70000,00;Partial College;Skilled Manual;1;Australia;7941 Cristobal;2023-03-18
11115;Alvin Cai;1967-08-12;1;Male;70000,00;Partial College;Skilled Manual;1;Australia;7759 Azalea Avenue;2023-02-10
11116;Clinton Carlson;1979-04-02;1;Male;70000,00;Partial College;Skilled Manual;1;Australia;7943 Cunha Ct.;2023-03-15
11117;April Deng;1966-08-21;1;Female;70000,00;Partial College;Skilled Manual;1;Australia;485 Ash Lane;2021-05-06
11118;Alvin Zeng;1962-12-31;0;Male;80000,00;Partial College;Skilled Manual;0;Australia;3853 Wildcat Circle;2023-07-10
11119;Evan James;1940-10-07;0;Male;30000,00;Partial College;Clerical;0;Australia;4157 Sierra Ridge;2023-02-03
11120;Beth Jiménez;1942-02-06;0;Female;40000,00;Bachelors;Management;1;Australia;7401 Las Palmas;2021-05-14
11121;Orlando Suarez;1966-05-18;1;Male;70000,00;Partial College;Skilled Manual;1;Australia;7743 Hames Dr;2023-06-24
11122;Byron Vazquez;1965-09-30;1;Male;70000,00;Partial College;Skilled Manual;1;Australia;3187 Hackamore Lane;2023-02-21
11123;Philip Alvarez;1965-12-18;1;Male;70000,00;Partial College;Skilled Manual;1;Australia;2775 Mt. Olivet Pl.;2023-04-17
11124;Ross Jordan;1968-07-23;0;Male;80000,00;Partial College;Skilled Manual;1;Australia;6973 Dublin Court;2021-05-05
11125;Dana Navarro;1961-10-06;0;Female;70000,00;Partial College;Skilled Manual;1;Australia;8481 Zartop Street;2023-01-31
11126;Shaun Carson;1954-10-05;1;Male;10000,00;High School;Skilled Manual;0;Australia;57 Wolf Way;2021-05-28
11127;Jan Edwards;1981-04-19;1;Female;40000,00;High School;Skilled Manual;1;United States;9409 The Alameda;2023-04-10
11128;Samantha Long;1981-06-03;1;Female;40000,00;High School;Skilled Manual;1;United States;1606 Alderwood Lane;2023-06-19
11129;Julia Wright;1981-02-01;0;Female;40000,00;High School;Skilled Manual;1;United States;7397 Central Blvd.;2021-08-06
11130;Caroline Russell;1985-07-05;1;Female;30000,00;High School;Skilled Manual;1;United States;3884 Bates Court;2023-12-09
11131;Amanda Rivera;1985-09-09;1;Female;30000,00;High School;Skilled Manual;0;Canada;9573 Royal Oak Rd.;2023-10-18
11132;Melissa Richardson;1986-04-25;0;Female;30000,00;High School;Skilled Manual;0;Canada;6832 Fruitwood Dr;2023-04-09
11133;Angela Griffin;1986-03-08;0;Female;30000,00;Partial High School;Clerical;0;United States;3828 Baltic Sea Ct;2023-12-30
11134;Larry Townsend;1957-02-22;0;Male;10000,00;High School;Skilled Manual;1;Australia;7034 Carson;2021-05-03
11135;Marcus Harris;1985-05-02;0;Male;30000,00;Partial High School;Clerical;0;United States;9068 Quiet Place Drive;2023-04-18
11136;Brianna Morgan;1984-04-24;0;Female;40000,00;High School;Skilled Manual;0;Canada;9005 Eagle Ct.;2023-01-03
11137;Jasmine Taylor;1984-01-17;1;Female;40000,00;High School;Skilled Manual;1;United States;2457 Matterhorn Court;2023-07-31
11138;Lauren Davis;1984-03-14;1;Female;40000,00;High School;Skilled Manual;0;United States;8105 Pembrook Court;2023-09-19
11139;Tanya Moreno;1949-11-05;0;Female;30000,00;Partial College;Clerical;0;Australia;6155 Wilbur Drive;2023-09-14
11140;Javier Alvarez;1982-08-11;0;Male;30000,00;Partial High School;Clerical;0;United States;8935 Etcheverry Dr.;2023-03-19
11141;Nicole Ramirez;1982-12-19;1;Female;40000,00;High School;Skilled Manual;0;United States;1101 C Street;2023-05-16
11142;Eduardo Patterson;1983-02-11;0;Male;40000,00;High School;Skilled Manual;0;Canada;6255 Macalvey Dr.;2023-02-13
11143;Jonathan Henderson;1982-08-04;1;Male;40000,00;High School;Skilled Manual;1;United States;165 East Lane Road;2023-06-15
11144;Edward Hernandez;1985-03-08;0;Male;40000,00;High School;Skilled Manual;0;United States;7607 Pine Hollow Road;2023-01-25
11145;Jasmine Coleman;1985-06-06;0;Female;40000,00;High School;Skilled Manual;0;United States;1961 Oak Grove Road;2023-01-25
11146;Karla Goel;1945-02-22;0;Female;40000,00;Bachelors;Management;1;Australia;3272 Corrie Lane;2023-02-05
11147;Ernest Wu;1944-08-04;1;Male;60000,00;Graduate Degree;Management;1;Australia;1832 RiverRock Dr;2021-05-13
11148;Ross Vazquez;1947-02-13;1;Male;40000,00;Bachelors;Management;1;Australia;1201 Paso Del Rio Way;2023-03-07
11149;Theodore Gill;1946-10-18;1;Male;40000,00;Bachelors;Management;1;Australia;9120 Pinewood Court;2023-06-04
11150;Russell Shen;1946-09-12;0;Male;40000,00;Bachelors;Management;1;Australia;4755 Easley Drive;2023-03-27
11151;Melinda Gill;1947-08-25;0;Female;60000,00;Graduate Degree;Management;0;Australia;805 Rainier Dr.;2021-05-15
11152;James Williams;1981-07-09;0;Male;40000,00;High School;Skilled Manual;1;United States;6827 Seagull Court;2023-01-09
11153;Angela James;1981-12-21;1;Female;40000,00;High School;Skilled Manual;1;United States;8877 Weatherly Drive;2023-03-29
11154;Megan Walker;1982-02-18;0;Female;40000,00;Partial College;Skilled Manual;1;United States;6898 Holiday Hills;2023-01-10
11155;Hunter Robinson;1981-07-25;0;Male;40000,00;Partial College;Skilled Manual;0;United States;8356 Mori Court;2023-01-06
11156;Maria Roberts;1981-08-06;0;Female;40000,00;Partial College;Skilled Manual;0;United States;9452 Mariposa Ct.;2023-01-08
11157;Hannah Long;1980-12-08;1;Female;40000,00;High School;Skilled Manual;1;United States;1832 Preston Ct.;2023-07-24
11158;Jason Wright;1981-04-06;0;Male;40000,00;High School;Skilled Manual;1;United States;6771 Bundros Court;2023-01-19
11159;Brianna Hughes;1981-03-16;0;Female;40000,00;High School;Skilled Manual;0;United States;6793 Bonifacio St.;2023-09-08
11160;Maurice Tang;1979-07-08;0;Male;40000,00;Partial College;Skilled Manual;0;United States;2886 Chaparral Court;2023-02-21
11161;Emily Wood;1979-10-20;0;Female;40000,00;Partial College;Skilled Manual;0;United States;1562 Black Walnut;2023-06-01
11162;Chase Cox;1979-09-02;0;Male;40000,00;Partial College;Skilled Manual;1;United States;P.O. Box 8070;2023-02-18
11163;Gabriel Wang;1980-06-18;1;Male;40000,00;Partial College;Skilled Manual;1;United States;8002 Crane Court;2023-05-01
11164;Devin Brooks;1979-11-02;0;Male;40000,00;Partial College;Skilled Manual;0;United States;4231 Highland Dr.;2023-04-27
11165;Jocelyn Alexander;1979-01-15;1;Female;60000,00;Partial College;Skilled Manual;0;United States;3376 Bank Way;2023-05-25
11166;Ashley Martinez;1977-10-22;0;Female;70000,00;Partial College;Skilled Manual;0;United States;6993 Whyte Park Ave.;2023-10-14
11167;Jasmine Barnes;1978-01-29;0;Female;80000,00;Bachelors;Management;0;United States;9183 Via Del Sol;2023-01-07
11168;David Rodriguez;1973-11-12;0;Male;80000,00;Bachelors;Management;0;United States;38 Shangri-la Rd.;2023-01-15
11169;Bryce Richardson;1973-12-20;1;Male;90000,00;Bachelors;Management;1;United States;1841 Blackwood Drive;2023-05-26
11170;Carol Howard;1973-08-04;1;Female;90000,00;Bachelors;Management;1;United States;6281 Edward Ave;2023-08-26
11171;Jonathan Hill;1978-10-05;0;Male;100000,00;Bachelors;Management;1;United States;3731 Chinquapin Ct;2021-08-20
11172;Gabrielle Adams;1973-05-20;1;Female;100000,00;Bachelors;Management;1;United States;5621 Arcadia Pl.;2023-05-03
11173;Sarah Thomas;1973-02-28;0;Female;110000,00;Graduate Degree;Management;0;United States;5636 Mt. Whitney Dr.;2023-03-02
11174;Nicholas Robinson;1973-01-09;1;Male;110000,00;Graduate Degree;Management;1;United States;1318 Lasalle Street;2023-07-13
11175;Luis Wang;1968-09-01;0;Male;70000,00;Partial College;Skilled Manual;1;United States;6943 Patterson Blvd.;2021-08-28
11176;Mason Roberts;1979-01-21;1;Male;90000,00;Bachelors;Management;1;Canada;5753 Megan Dr.;2023-02-02
11177;Jose Flores;1948-01-01;1;Male;110000,00;Graduate Degree;Management;1;United States;3991 Rambling Rose Drive;2023-03-29
11178;Nathan Johnson;1954-08-20;1;Male;100000,00;Graduate Degree;Management;1;United States;8927 Daylight Place;2023-02-21
11179;Molly Rodriguez;1959-12-08;1;Female;120000,00;Graduate Degree;Management;1;United States;5556 Riverland Dr.;2023-03-12
11180;April Anand;1948-07-01;1;Female;160000,00;Bachelors;Management;1;United States;3531 Brookview Drive;2023-03-17
11181;Devin Martin;1960-02-01;1;Male;170000,00;Graduate Degree;Management;1;United States;1085 Greenbelt Way;2023-05-07
11182;Stephanie Torres;1950-02-22;0;Female;70000,00;Bachelors;Management;1;United States;6968 Mildred Ln.;2023-08-28
11183;Jasmine Lee;1950-01-12;0;Female;70000,00;Bachelors;Management;1;United States;7502 Contuti Avenue;2023-04-30
11184;Meghan Hernandez;1955-11-13;0;Female;70000,00;Bachelors;Management;1;United States;5872 L St.;2023-08-10
11185;Ashley Henderson;1950-04-07;0;Female;70000,00;Bachelors;Management;1;Canada;8834 San Jose Ave.;2023-02-21
11186;Sarah Price;1949-11-18;0;Female;70000,00;Bachelors;Management;1;United States;4815 Paraiso Ct.;2023-10-18
11187;Jennifer Cooper;1949-08-21;1;Female;60000,00;Graduate Degree;Management;1;United States;2429 Longview Road;2023-04-03
11188;Catherine Morris;1950-03-06;1;Female;60000,00;Graduate Degree;Management;0;United States;6542 Stonewood Drive;2023-11-01
11189;Lawrence Blanco;1950-01-12;0;Male;60000,00;Graduate Degree;Management;1;United States;7502 Contuti Avenue;2021-08-26
11190;Carson Bryant;1949-12-20;1;Male;70000,00;Bachelors;Management;1;United States;2995 Youngsdale Dr.;2023-08-28
11191;Kristi Perez;1951-06-17;0;Female;70000,00;Bachelors;Management;1;United States;1769 Lislin Ct;2021-08-11
11192;James Brown;1951-03-13;1;Male;60000,00;Bachelors;Management;1;United States;673 Old Mountain View Dr.;2023-06-23
11193;Ian Gray;1950-08-13;1;Male;60000,00;Bachelors;Management;1;United States;5941 Gill Dr.;2023-02-25
11194;Jacqueline Price;1950-12-08;1;Female;60000,00;Bachelors;Management;1;United States;872 Mark Twain Dr;2023-03-13
11195;Megan Henderson;1951-08-10;1;Female;60000,00;Bachelors;Management;1;United States;8411 Mt. Olivet Place;2023-04-14
11196;Alfredo Romero;1951-12-05;1;Male;60000,00;Bachelors;Management;1;United States;2499 Greendell Pl;2023-03-03
11197;Andrea Morris;1951-12-16;1;Female;70000,00;Bachelors;Management;0;United States;1883 Green View Court;2023-05-02
11198;Brooke Sanders;1952-05-25;0;Female;70000,00;Bachelors;Management;1;United States;5192 Dumbarton Drive;2023-02-05
11199;Jacqueline Bennett;1957-11-02;1;Female;70000,00;Bachelors;Management;1;United States;8948 Chinquapin Court;2023-03-18
11200;Jason Griffin;1953-05-21;1;Male;70000,00;Bachelors;Management;1;Canada;7239 Nicholas Drive;2023-02-07
11201;Amanda Foster;1953-02-14;1;Female;70000,00;Bachelors;Management;1;United States;3984 San Francisco;2023-07-01
11202;Alexia Price;1958-08-22;1;Female;80000,00;Bachelors;Management;0;United States;2079 Wellington Ct;2023-09-15
11203;Luis Diaz;1959-08-18;1;Male;40000,00;High School;Professional;1;Canada;3682 Diablo View Road;2023-02-20
11204;Destiny Rivera;1953-11-29;1;Female;40000,00;High School;Professional;1;United States;6965 Appalachian Drive;2023-08-09
11205;Abby Fernandez;1954-01-21;1;Female;40000,00;High School;Professional;1;United States;8330 Glenside Court;2023-07-27
11206;Blake Flores;1954-03-24;1;Male;60000,00;Partial College;Professional;1;United States;9410 Ferry St.;2023-05-11
11207;Danielle Cox;1954-01-16;0;Female;60000,00;Partial College;Professional;1;United States;2346 Wren Ave;2023-01-31
11208;Maria Reed;1953-08-03;1;Female;60000,00;Bachelors;Management;1;United States;1413 Bridgeview St;2023-03-04
11209;Allison Evans;1953-07-12;1;Female;60000,00;Bachelors;Management;1;United States;3515 Sutton Circle;2023-03-25
11210;Edward Wood;1953-12-06;1;Male;70000,00;Partial College;Professional;1;United States;1039 Adelaide St.;2023-05-06
11211;Samantha Russell;1960-10-08;1;Female;40000,00;High School;Professional;1;Canada;9256 Village Oaks Dr.;2023-02-01
11212;Chloe Campbell;1955-05-05;1;Female;40000,00;High School;Professional;1;Canada;3562 East Ave.;2023-01-30
11213;Stephanie Murphy;1954-11-11;0;Female;60000,00;Partial College;Professional;1;United States;5514 Grant Street;2023-03-28
11214;Charles Miller;1955-05-07;0;Male;60000,00;Partial College;Professional;1;United States;2719 Little Dr;2023-08-14
11215;Ana Perry;1961-06-17;1;Female;40000,00;Partial High School;Skilled Manual;1;Canada;3114 Arlington Way;2023-02-15
11216;Jasmine Torres;1955-11-17;0;Female;60000,00;Partial College;Professional;1;United States;8328 San Francisco;2021-08-15
11217;Natalie Adams;1955-08-11;0;Female;60000,00;Partial College;Professional;1;United States;6592 Bent Tree Lane;2021-08-10
11218;Olivia Brown;1961-09-07;0;Female;60000,00;Partial College;Professional;0;United States;3964 Stony Hill Circle;2023-02-28
11219;Charles Cook;1956-05-31;1;Male;60000,00;High School;Professional;1;United States;6871 Bel Air Dr.;2023-10-29
11220;Erica Huang;1961-02-19;1;Female;60000,00;Partial College;Professional;1;United States;9142 All Ways Drive;2023-03-14
